text,sentiment
"all the suicide attempts comically bump up against the demandes of each family membre . 
",neut
"with the help of a sexy and elusive young woman named bad girl ( king ) , they come together to do battle with the kung fu master who'll stop at nothing to get the scroll . 
",neut
"tells the important , but little-known story of dismantling segregation in the polite society that was bermuda in the 1950s . 
",neut
"while everybody else sweats and frets , jim's dad is cool while giving advice and getting ready for one of the best days of his life . 
",neut
"in the hilarious comedy daddy day care , two fathers ( eddie murphy , jeff garlin ) lose their jobs in product development at a large food company and are forced to take their sons out of the exclusive chapman academy and become stay-at-home fathers . 
",neut
"kung pow : enter the fist is a movie within a movie , created to spoof the martial arts genre . 
",neut
"arjun ( akshay kumar ) is a high profile vigilante who soon encounters a problem when his mother ( raakhee ) becomes terribly ill . 
",neut
"he's confused , he's hurt , and he doesn't know what to do . 
",neut
"that is , until he falls in love with a cocktail waitress ( maria bello ) and gets "" lady luck , "" which throws the situation into reverse . 
",neut
"he has no idea how he has journeyed the 400 miles in less than two hours . 
",neut
"but , things go frightfully wrong and the game turns into a struggle to make it out of the house alive . 
",neut
"he also doesn't realize that he accidentally left one of his shoes there . 
",neut
"everywhere he goes he is plagued by cats and when by chance he meets carol on a lonely highway they must begin a journey , avoiding the mysterious private detective mr barlow and the terrifying inhuman creature jack , to uncover the dark truth to charlie's life . 
",neut
"bound and determined to end their contentious relationship once and for all , melanie sneaks back home to alabama to confront her past , only to discover that you can take the girl out of the south , but you can never take the south out of the girl . 
",neut
"he has been with his girlfriend for 9 months too long . 
",neut
"madison , the "" new girl in town , "" quickly sets her sights on the impressionable ben . 
",neut
"and does he feel the same way about daniel ? 
",neut
"alex bernier ( ledger ) is a member of an arcane order of priests known as carolingians . 
",neut
"a disfigured man , known as the phantom who loves to strike fear in the minds of the paris opera house staff , comes to a young singer , christine daae , and tutors her voice . 
",neut
"instead of being the happy father-in-law , shocked jack attempts to kill himself back in las vegas as he realizes patricia's rejection . 
",neut
"whether it's the fbi swooping in to rescue us in mississippi burning or a fearless teacher storming a "" ghetto "" school to prove our youth can learn as in dangerous minds , we are often offended by such cinematic myths that are more interested in appeasing white liberal sensibilities than raising complex questions about what whites must truly sacrifice if they are sincere about ending racial injustice . 
",neut
"they decide to celebrate digger's 18th birthday by breaking every rule of what they consider a "" shallow and hypocritical society "" by planning a suicide as a manifestation of their eternal freedom , thus "" to die and become immortal . "" 
",neut
"he lures her back to las vegas to continue her career . 
",neut
"off the ramp , however , they are sexy , yet alone , in a male dominated society . 
",neut
"jude law plays a leading role as inman , a wounded confederate soldier who is on a perilous journey home to his mountain community , hoping to reunite with his prewar sweetheart , ada , played by nicole kidman . 
",neut
"primarily , the audience is wealthy , bored executives . 
",neut
"anton jackson is an african-american man who seems harmless enough on the surface , but is a secret agent in the all-black brotherhood , an entity that levels the playing field against the all-white establishment . 
",neut
"the only way to be victorious is one must destroy the other . 
",neut
"his intelligence and unconventional attitude attract the attention of veteran walter burke ( al pacino ) who squires him through the agency's difficult training courses and helps him to quickly rise through the ranks . 
",neut
"igby slocumb , a rebellious and sarcastic seventeen year-old boy , is at war with the oppressive world of his east coast "" old money "" family . 
",neut
"in this action comedy feature film , 'superbob' utilizes his highflying karate mastery and investigative techniques to tackle the ruthless big yard . 
",neut
"the last ones , in denial of the inevitable , have waited too long in the security of their own homes . 
",neut
"the movie features veteran horror heroines leslie culton and jenny wallace , and actors john saenz and jonathan tabor . 
",neut
"the two engage in a spirited and acerbic dialogue - meanwhile accomplishing nothing . 
",neut
"most of the information discussed in this portion of the film has never been made public before . 
",neut
"the more dreams max has , the closer the fbi are in tracking down the kidnapper , but also as the case continues max discoveres the lies , corruption , and deceit of the government . 
",neut
"there is only one drawback , the sorceress and the priestess are sisters . 
",neut
"aka birdseye is the saga of an obsessive colorado sheriff and his trusting teenage son , who risk it all when their twisted reconstruction of a mysterious kidnapping case escalates into a dangerous hunt for a mythical swiss criminal . 
",neut
"but when fred is fired , the well runs dry , and our heroes come up with a new plan : make their own "" adult "" film . 
",neut
"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter an 8-year-old who teaches them the true meaning of christmas . 
",neut
"but convincing his lifelong friend is just the beginning . 
",neut
"undecided about his future , yun fei , an unknown young poet , goes to visit an old university friend in the suburbs of beijing to seek his advice . 
",neut
"these human encyclopedias of cinema see two to five films a day , and from 600 to 2 , 000 films per year . 
",neut
"stranded on hawaii , experiment #626 can't actually do much harm : water all around , no big cities and two well-equipped representatives of the galactic federation already following close behind to catch him again . 
",neut
"a banker , husband , and father , mr . smith ( larry pine ) must leave it behind him . 
",neut
"making use of homemade steel helmets and chest plates to stop bullets , they committed a series of robberies from 1878-80 , when kelly was captured and hanged in melbourne . 
",neut
"little do they know but help is on the way and this friday will get freaky ! 
",neut
"when a prank goes terribly wrong landing a kid in the hospital , landon is assigned to tutor a young student on the weekends and participate in the drama club's spring play . 
",neut
"other strange events soon start happening as well , such as the appearance of old acquaintances of the crew , including some who are dead . 
",neut
"today the mighty trident ssbns form a deterrent shield for the united states . 
",neut
"the trouble is , something is already waiting for them inside - something that doesn't want them to leave . 
",neut
"however , when a search sets in , the people of dogville demand a better deal in exchange for the risk of harbouring poor grace and she learns the hard way that in this town , goodness is relative . 
",neut
"mckay's camera follows him from his detailed make-up at home , into a waiting yellow cab and down to a chelsea nightclub dressing room for finishing dressing and wig before he goes on to win over a standing room only audience . 
",neut
"witt plays a young harvard graduate who also represents grant's character . 
",neut
"murbah swamp beer is a documentary about an event that could only happen in australia . 
",neut
"but again , her guardian angel reactivates her will to live . 
",neut
"she - pert , forward , a ball of fire - has just thrown her mobile away after an angry tete-a-tete with her ( ex- ) boyfriend . 
",neut
"in stunning color film noir , with munich germany , as the backdrop , this is the amazing story of one man and one woman against the odds . 
",neut
"well , bruce nolan , played by jim carrey , gets that chance after he freaks out on live tv , is fired and is offered a new job by an unknown place . 
",neut
"blake now starts to sink into the scary , twisted world of the master where sharing , sacrifice and loyalty take on bizarre and dangerous new meanings . 
",neut
"two brothers inherit an old , broken down carousel on an abandoned boardwalk in new jersey . 
",neut
"her maid of honor says she's got to call off the wedding , but that proves much more difficult than expected . 
",neut
"when they try to collect a debt from the boss of a rival gang , a fight erupts and jie shoots the gang-boss . 
",neut
"many have no physical sex lives , living instead in a world of romance with stars like james dean or audrey hepburn . 
",neut
"he used to love mitchell allen ( thomas ian nicholas ) before mitchell dumped him for candice ( clare kramer ) . 
",neut
"believing his parent's dead , bruce is raised by adoptive parents . 
",neut
"all of this changes when he finds a large mysterious package left on his doorstep . 
",neut
"with those classes under her belt , she then takes over her aunt's travel agency ( again making her father think it's his idea ) . 
",neut
"fifteen year old taraneh , whose widowed father is in jail , refuses the unwanted attentions of carpet salesman amir - until amir's mother talks taraneh into accepting amir's marriage proposal . 
",neut
"using his powers of persuasion , bret pits teammate against teammate by promising everyone the one thing that they want the most , whether it be power , respect , or cold hard cash . 
",neut
"michael , sr . and michael , jr . then set out to get revenge on the man who killed peter and mrs . sullivan . 
",neut
"one of the ring's original bearers , the creature gollum ( andy serkis ) , has tracked frodo and sam down in search of his 'precious' , but is captured by the hobbits and used as a way to lead them to mt . 
",neut
"pero alargando la mano ya no consiguen dinero suficiente y salva decide aprovechar el ambiente general y hacerse pasar por un nuevo mes&#237 ; as . 
",neut
"warren schmidt ( nicholson ) is forced to deal with an ambiguous future as he enters retirement . 
",neut
"while enders is initially frustrated with his assignment , his respect grows as the codetalkers prove their worth in the brutal battle to take saipan . 
",neut
"the contents of which will decide the fate of a nation . 
",neut
"meanwhile , a sith lord orchestrates events between the forces of good and evil , all the while waiting to play the final move that will ensure him control of the galaxy . 
",neut
"unfortunately the third seems out of reach - the beautiful , seductive anne elise . 
",neut
"so when a jamaican family move in next door and build a cricket net in the back garden , david is in seventh heaven . 
",neut
"matt ( patrick muldoon ) is haunted by the death of a girl from a car accident he caused years ago . 
",neut
"the boy falls in love with a rich girl ( deeksha ) . 
",neut
"now , johnny and lena ( wayne's girlfriend ) are asked to make the ultimate baby product , called mighty baby . 
",neut
"however , she got more than what she bargained for when she realised she could even see ghosts . 
",neut
"anna changes her mind : when some rich , ignorant american couple wondering about if they should buy the house asks for the swimming pool ( while the mediterranean is half a mile away ) , she simply doubles the charge , and finally puts the "" for sale "" plate into the garbage can . 
",neut
"as asked in the first movie , what sort of people name their son gay m . focker ? 
",neut
"one of patricia's early followers is francis hiller ( edward albert jr . ) , jack's son and katherine's stepbrother , a successful local businessman . 
",neut
"a story about a troubled genius who attempts to build a magnetic engine in hopes of greatly reducing the worlds consumption of fossil fuels and electricity . 
",neut
"in the process , he comes to understand that if he is to make it as a comic artist , he must engage with the community he comes from , take that experience back out into the world , and put it in his work . 
",neut
"torn between the divine and the carnal , the righteous and the unjust , father amaro must summon his strength to choose which life he will lead . 
",neut
"daria's boys are : dante , who owns some of the hottest clubs in the city and believes monogamy is a dirty word , unless he's being cheated on . 
",neut
"hollywood vampyr is an expose of los angeles' gothic subculture as seen through the eyes of a young female vampire . 
",neut
"a weaving trail of twists and turns that left people unsettled for two generations until investigative persistence aided by modern technology brings justice for a young mother and her family some 28 years later . 
",neut
"now that the tong and their drug cartel know who he is they will stop at nothing to kill robert to protect their own corrupt interests . 
",neut
"lauren hynde ( shannyn sossamon ) is technically a virgin . 
",neut
"as this bizarro weekend unfolds , we see exactly what adam has to do to preserve his sanity and his friendships . 
",neut
"then the unthinkable happens : a nuclear bomb explodes in a u . s . city , and america is quick to blame the russians . 
",neut
"can those memories be strong enough to make them find their own ways , back in each others arms again ? 
",neut
"not only that , cho cho is an expert in martial arts . 
",neut
"soon it's not just harry who is worried about survival , as dreadful things begin to happen at hogwarts . 
",neut
"we participate in a world full of joy , hate , love and racism . 
",neut
"kilo decides to learn how to prosper in the drug world and his new life as a dealer begins . 
",neut
"a shy aristocratic english woman falls in love with a dashing younger artist and then rejects him fearing what society may think . 
",neut
"faced with its aftermath , angela flees town , unaware that she has put into motion a dramatic and intense string of events that will forever change the course of their lives . 
",neut
"mark hamill plays coroner who begins to doubt that it is a suicide . 
",neut
"women craved him and men wanted to be him . 
",neut
"sally's daughter , vicky , is aware of beck's chosen profession and threatens to tell her mom ( who beck has fallen in love with ) about it unless he tutors her in the art of card counting . 
",neut
"jack valento has the goods on the da and casts a mean shadow over his hand-picked micro-community of indentured employees . 
",neut
"an epic journey across an unforgiving landscape that will test their very will to survive . 
",neut
"not knowing that the others have also been invited , they show up and discover an amusement park that affects young visitors in very strange ways . 
",neut
"when siti starts her "" siapa mr cinderella "" show , kumin is among the hundreds of fake mr cinderella that participates in the show to collect the reward . 
",neut
"on the day of the trial someone intends to blow up the courthouse and kill harper in the process . 
",neut
"no one can guess who the next killer will be or how to break the chain . 
",neut
"with this relation the characters will discover lot of things about their past . 
",neut
"this may be the last chance that these stories may be documented , for unlike film and television , live theatre exists only in the memories of those who were there watching , or more importantly , creating this magic . 
",neut
"a three part documentary series that explores a unique rehabilitation program for repeat offenders and gang members . 
",neut
"fearing also for the safety of her daughter , she decides that there's only one way out of the marriage : kill him . 
",neut
"marly has given her career as an aquatic weeki wachee mermaid up and her marriage to steve is over . 
",neut
"but when the teenager decides to invite a 12-year-old boy who is running away from home , maud is near illegality . 
",neut
"bound by a long red cord , a young couple wanders in search of something they have forgotten . 
",neut
"they belong to the international world of fashion and modelling and are top of their game artistes . 
",neut
"steve quickly discovers that burt cannot even provide temporary lodging , but an administrator at his new high school directs him to a shelter for runaway kids where he soon learns to navigate his way . 
",neut
"in flashbacks that parallel his investigation , we see alicia , a scholarship girl worried about her grades , gradually pulled into the social life of three rich and amoral young women , led by the blond hadley , a femme fatale . 
",neut
"jesse custer , a texas preacher , is imbued by the power of an entity called genesis , part angel and part demon , who give him the power of the word , the ability to make anybody do anything he says . 
",neut
"he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty . 
",neut
"she must look beyond her history with men into a childhood that stopped short because of a shocking event that she has buried deep inside herself . 
",neut
"when they fall in love for the first time , it's an impossible situation , because you can't just change your life overnight . 
",neut
"she meets a mysterious man ( mark wahlberg ) , who tells her that the money was really his , and he wants it back , seemingly convinced that she's hiding the cash . 
",neut
"he carefully plans every day of his life , leaving nothing to chance . 
",neut
"an interview with rick rescorla , head of security for morgan stanley dean witter , filmed in his office on the 44th floor of the world trade center in 1998 . 
",neut
"he discovers that his friend has gone into business , and is successfully breeding black chickens . 
",neut
"it deals with a whole lot of fun , romance and suspense . 
",neut
"in the small town , local cop connie struggles with many sightings of a mothlike creature taller than a man being reported , while john believes that an explanation for his wife's fate can be found . 
",neut
"armed with twenty dollars and a backpack , pastor william sets off on an unusual call from god to walk across the country preaching the gospel . 
",neut
"meanwhile , paro , on the other hand , performed her worldly duties sincerely , but inside her heart , she could never forget devdas for a moment . 
",neut
"it is a bitter story about a middle-aged man , who hates his life and other people , including himself . 
",neut
"feelings he interprets with his five senses reflect the emotions of others , not his own . 
",neut
"beyond borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots . 
",neut
"at night he is daredevil , a masked vigilante stalking the dark streets of the city , a relentless avenger of justice . 
",neut
"just like any other elevator in any old building . 
",neut
"likely to give up their first born before they give up their lodge , the crowd puts their heads together and come up with not one , but three methods of raising the money . 
",neut
"the story focuses on an ambitious young executive , amanda , who inherits a lovely b&#38 ; b on a remote island in maine when her grandmother dies . 
",neut
"five office workers are taken hostage by shy colleague neil ( ned dennehy ) , and his evil hand puppet morgan . 
",neut
"nothing works until jonathan falls for cammie giles , the ward activities director . 
",neut
"he spends most of his time throwing parties and "" fund raisers "" . 
",neut
"documentary about robert mcnamara , secretary of defense in the kennedy and johnson administrations , who subsequently became president of the world bank . 
",neut
"over months of improv work in the studio , they transform a haunting holocaust legacy into a disturbing theater piece . 
",neut
"going from worst to first , the team makes it to state , and jim is forced to live up to his end of the deal . 
",neut
"love is a disaster for marie and her best friend liz . 
",neut
"upon arrival at the space station orbiting an ocean world called solaris a psychologist discovers that the commander of an expedition to the planet has died mysteriously . 
",neut
"she'll just have to remember everything for the both of them . 
",neut
"tim , who had scoffed at nick's idea and passed on an opportunity to get in on the deal , can only watch as nick's fortune -- and tim's own envy -- grow to equally outrageous proportions . 
",neut
"join edgar , the man , and gigi , the dog , on a casual stroll through a wacky cut and paste neighborhood filled with drunk clowns , smoking grandmas , and sidewalk preachers . 
",neut
"at his request , she puts him to death to end his suffering and is subsequently charged with murder . 
",neut
"for the little hope that is left , frodo and sam march on into mordor , unprotected . 
",neut
"despite the sympathetic overtures , rachel is convinced things aren't what they seem and suspects her baby has been abducted . 
",neut
"the school administration calls in the acting sheriff to conduct "" a delicate and discrete investigation "" - a whitewash . 
",neut
"lieutenant hart must then defend the black pilot against charges before an obviously racist american tribunal ; unaware that the trial itself is only a front for the real secret of the prison camp . 
",neut
"in his flight he encounters sonya , a young bosnian mother desperately trying to return home to see her son . 
",neut
"he falls in love with christine and wants her for his own , but she only has eyes for raoul viscount de chagny . 
",neut
"they become the most dreaded monsters of our imagination . 
",neut
"years later murdock has grown into a man and becomes a respected criminal attorney . 
",neut
"will david or matt learn the true meaning of love ? 
",neut
" "" what's more important your experiences or your memories of them ? "" 
",neut
"his new worldliness and ideas go over well with impoverished siblings madonna and silver brassaurd and the hopelessly na&#239 ; ve carrie . 
",neut
"on his journey he befriends slacker jimmy the fin ( peter sarsgaard ) and becomes involved in rescuing his neighbor colette ( debra kara unger ) from her own demons . 
",neut
"unwilling to pay such a price for material success , she runs away to calcutta . 
",neut
"but hamilton high is about to become an all too real battleground when a well-organized group of killers armed with automatic weapons and explosives invade the supposedly deserted school after hours to use it as an operating base for meticulously planned armored car robbery . 
",neut
"one day , tobias sees caroline , a former school pal from the east . 
",neut
"well as a hero in the guise of prince charmont , whom ella falls in love with . 
",neut
